sample_id,source_inventory,latitude,longitude,landslide,copernicus_elevation_m,copernicus_slope_deg,copernicus_aspect_deg,copernicus_plan_curvature,copernicus_profile_curvature,copernicus_twi,gpm_imerg_rainfall_1d_mm,gpm_imerg_rainfall_3d_mm,gpm_imerg_rainfall_7d_mm,gpm_imerg_peak_intensity_mm_h,smap_surface_moisture_m3m3,smap_rootzone_moisture_m3m3,smap_soil_saturation_ratio,sentinel1_sar_vv_db,sentinel1_sar_vh_db,sentinel1_polarimetric_ratio_vh_vv,sentinel1_interferometric_coherence,sentinel2_ndvi,sentinel2_ndwi,sentinel2_bsi,nasa_lhasa_nowcast_score,nasa_lhasa_antecedent_rainfall_index,nasa_lhasa_susceptibility_category,split
APDA-V2-NEG-0568,Spatial Negative Buffer Control,25.90711,92.30746,0,1208.8,1.96,300.3,-0.00593,0.01753,8.22,3.51,24.63,34.01,0.59,0.174,0.16,0.394,-19.84,-16.2,3.64,0.511,0.55,-0.048,0.036,0.077,15.77,1.0,train
APDA-V2-POS-0053,NASA COOLR (Verified Event),26.01359,93.41943,1,1312.3,24.78,215.5,-0.02898,0.05628,6.75,84.53,181.15,276.6,12.78,0.458,0.419,0.889,-9.95,-15.43,-5.48,0.111,0.48,0.586,0.445,0.62,261.32,4.0,train
APDA-V2-POS-0531,NASA COOLR (Verified Event),25.57275,91.88483,1,1866.5,30.76,196.3,-0.08978,0.0255,5.55,86.96,137.12,188.06,16.24,0.407,0.366,0.809,-12.57,-18.71,-6.14,0.08,0.338,0.525,0.516,0.66,148.5,4.0,train
APDA-V2-NEG-0837,Spatial Negative Buffer Control,24.37824,93.49119,0,1198.9,0.38,28.2,-0.00446,-0.02352,9.12,7.46,28.73,40.55,1.24,0.125,0.115,0.287,-13.43,-20.84,-7.41,0.686,0.568,-0.18,0.087,0.126,19.75,1.0,train
APDA-V2-NEG-0603,Spatial Negative Buffer Control,27.60952,91.97377,0,1789.6,1.68,271.5,0.00327,0.01094,8.03,11.87,18.51,57.56,1.98,0.111,0.102,0.232,-17.21,-21.92,-4.71,0.761,0.785,-0.149,-0.066,0.281,23.6,1.0,train
APDA-V2-NEG-0395,Spatial Negative Buffer Control,26.84183,93.3326,0,884.1,4.19,304.7,0.00266,0.0089,7.62,16.73,17.96,55.64,2.79,0.135,0.124,0.321,-10.34,-12.61,-2.28,0.878,0.781,-0.014,-0.039,0.48,31.71,1.0,train
APDA-V2-NEG-0659,Spatial Negative Buffer Control,24.91067,93.02637,0,400.9,8.18,122.4,0.00798,-0.01461,6.13,9.3,33.73,57.37,1.55,0.122,0.112,0.286,-12.69,-20.62,-7.93,0.584,0.764,-0.027,0.078,0.077,35.78,2.0,train
APDA-V2-NEG-0393,Spatial Negative Buffer Control,27.70454,92.85529,0,2137.2,1.06,280.2,0.01493,0.00013,8.93,4.92,27.67,31.42,0.82,0.208,0.191,0.432,-16.54,-18.7,-2.16,0.727,0.719,-0.099,-0.082,0.299,19.59,2.0,train
APDA-V2-POS-0829,NASA COOLR (Verified Event),26.17691,91.75141,1,802.4,33.28,182.2,0.01204,0.07408,4.99,142.8,254.05,397.39,36.62,0.479,0.438,0.891,-6.05,-15.06,-9.01,0.289,0.358,0.485,0.272,0.903,362.15,5.0,train
APDA-V2-POS-0369,NASA COOLR (Verified Event),27.68483,88.58201,1,2364.9,23.3,50.8,-0.04422,0.01111,5.28,68.77,185.31,322.8,14.86,0.35,0.304,0.68,-6.07,-19.72,-13.65,0.08,0.292,0.522,0.58,0.638,290.53,5.0,train
APDA-V2-POS-0266,NASA COOLR (Verified Event),27.19326,88.35908,1,3445.4,34.85,226.1,-0.07214,0.07258,6.05,35.0,241.85,369.24,11.62,0.527,0.493,0.965,-9.46,-17.82,-8.36,0.365,0.473,0.65,0.391,0.723,321.03,5.0,train
APDA-V2-NEG-0572,Spatial Negative Buffer Control,25.25156,90.81808,0,649.4,9.47,169.5,-0.01187,0.00807,5.88,4.8,7.76,36.74,0.8,0.066,0.061,0.147,-14.67,-15.06,-0.39,0.566,0.669,-0.25,-0.17,0.354,21.2,1.0,train
APDA-V2-POS-0052,NASA COOLR (Verified Event),26.16779,91.76231,1,876.9,41.41,215.3,-0.00947,0.06566,5.53,93.66,225.21,326.86,15.84,0.437,0.403,0.833,-10.21,-14.09,-3.88,0.42,0.451,0.65,0.58,0.672,262.31,5.0,train
APDA-V2-NEG-0684,Spatial Negative Buffer Control,28.11935,88.1727,0,2847.5,1.46,127.8,-0.00864,-0.00126,6.94,6.83,17.82,23.33,1.14,0.172,0.158,0.37,-16.82,-24.96,-8.13,0.864,0.88,-0.039,-0.061,0.067,14.31,1.0,train
APDA-V2-NEG-0131,Spatial Negative Buffer Control,25.78647,90.42023,0,1648.0,0.42,312.5,-0.01356,-0.00424,9.52,1.22,13.41,41.81,0.2,0.155,0.143,0.357,-14.47,-21.15,-6.68,0.562,0.718,-0.047,-0.111,0.263,18.48,2.0,train
APDA-V2-POS-0519,NASA COOLR (Verified Event),27.35555,92.42292,1,2622.4,43.05,194.0,-0.09012,0.03728,5.44,161.94,365.71,439.65,36.43,0.472,0.442,0.966,-7.16,-14.96,-7.8,0.313,0.48,0.49,0.438,0.892,403.98,5.0,train
APDA-V2-NEG-0367,Spatial Negative Buffer Control,26.59335,91.37342,0,1157.0,12.54,254.7,0.00129,0.00196,4.57,9.46,22.06,49.73,1.58,0.217,0.2,0.436,-11.18,-17.69,-6.51,0.748,0.55,-0.096,-0.094,0.25,29.58,2.0,train
APDA-V2-POS-0516,NASA COOLR (Verified Event),27.69387,88.58483,1,2517.7,36.24,170.5,-0.07977,0.03482,6.38,85.96,155.32,407.67,20.98,0.438,0.405,0.842,-10.25,-13.72,-3.47,0.235,0.48,0.65,0.383,0.958,367.45,5.0,train
APDA-V2-POS-0879,NASA COOLR (Verified Event),24.79088,93.67518,1,1063.1,26.21,187.2,-0.01621,0.06671,6.39,45.59,155.95,415.67,15.12,0.425,0.386,0.787,-8.12,-19.73,-11.61,0.262,0.48,0.65,0.276,0.735,343.85,4.0,train
APDA-V2-NEG-0285,Spatial Negative Buffer Control,27.49975,88.91426,0,1523.4,5.13,144.5,-0.01013,-0.00391,7.33,0.58,25.32,29.13,0.1,0.108,0.099,0.22,-12.91,-20.38,-7.47,0.598,0.83,-0.179,-0.117,0.312,17.29,2.0,train
APDA-V2-POS-0448,NASA COOLR (Verified Event),25.19048,93.01985,1,1777.8,38.27,230.7,-0.07505,0.03937,5.7,54.16,190.75,379.52,11.3,0.451,0.415,0.817,-10.93,-17.33,-6.41,0.281,0.48,0.65,0.38,0.62,338.19,5.0,train
APDA-V2-POS-0330,NASA COOLR (Verified Event),27.35246,92.4229,1,3551.9,32.03,204.8,-0.04508,0.06138,6.11,41.56,86.95,318.26,13.88,0.425,0.376,0.774,-10.05,-15.94,-5.89,0.378,0.48,0.584,0.429,0.712,246.53,5.0,train
APDA-V2-POS-0754,NASA COOLR (Verified Event),23.72508,92.72124,1,405.6,39.9,229.7,-0.02525,0.02417,5.64,64.63,194.48,324.69,14.21,0.354,0.317,0.68,-7.55,-18.38,-10.83,0.335,0.48,0.65,0.474,0.777,288.51,4.0,train
APDA-V2-POS-0434,NASA COOLR (Verified Event),27.19174,88.35304,1,3131.0,42.25,233.9,0.01485,0.01131,6.0,52.96,216.84,447.87,13.6,0.46,0.415,0.926,-8.93,-14.87,-5.93,0.35,0.48,0.65,0.534,0.741,411.86,4.0,train
APDA-V2-POS-0654,NASA COOLR (Verified Event),25.75452,91.90652,1,833.4,32.67,137.6,-0.0085,-0.0215,5.01,83.12,129.92,295.99,17.47,0.338,0.298,0.68,-11.82,-15.23,-3.41,0.08,0.48,0.65,0.558,0.912,223.55,4.0,train
APDA-V2-NEG-0687,Spatial Negative Buffer Control,27.6892,92.55167,0,2580.6,1.42,341.2,0.01013,0.01074,8.29,3.39,14.94,26.23,0.56,0.196,0.18,0.44,-15.49,-23.91,-8.42,0.716,0.778,-0.07,0.027,0.138,13.28,1.0,train
APDA-V2-NEG-0535,Spatial Negative Buffer Control,25.8222,91.94385,0,977.7,0.09,133.6,-0.00733,0.01081,9.37,2.62,14.3,47.68,0.44,0.097,0.09,0.219,-14.75,-24.19,-9.44,0.878,0.583,-0.076,-0.123,0.209,22.58,1.0,train
APDA-V2-POS-0868,NASA COOLR (Verified Event),25.18585,93.02321,1,1004.0,29.34,214.7,-0.06384,0.05529,5.04,165.42,329.35,508.46,33.21,0.435,0.388,0.885,-11.74,-15.88,-4.14,0.17,0.48,0.65,0.58,0.928,447.42,5.0,train
APDA-V2-POS-0006,NASA COOLR (Verified Event),25.56508,91.87911,1,1259.5,34.17,137.6,0.00434,0.08698,6.49,106.7,302.83,508.35,16.79,0.483,0.441,0.927,-9.76,-14.9,-5.14,0.42,0.282,0.65,0.58,0.677,481.26,5.0,train
APDA-V2-POS-0246,NASA COOLR (Verified Event),27.34772,92.41343,1,3063.9,36.49,168.2,-0.04051,0.03229,5.69,93.73,254.56,337.52,20.11,0.33,0.3,0.68,-6.62,-14.16,-7.54,0.148,0.219,0.65,0.58,0.971,261.01,4.0,train
APDA-V2-NEG-0081,Spatial Negative Buffer Control,24.34787,94.04462,0,1198.9,6.38,108.1,0.00346,-0.00095,5.98,4.41,7.04,27.8,0.74,0.131,0.121,0.306,-13.82,-19.77,-5.95,0.762,0.792,0.005,-0.088,0.126,11.18,1.0,train
APDA-V2-NEG-0233,Spatial Negative Buffer Control,25.67579,91.49776,0,1486.9,10.06,335.7,-0.00017,-0.00757,6.7,6.72,13.17,30.94,1.12,0.109,0.101,0.227,-15.37,-22.09,-6.72,0.733,0.76,0.066,0.009,0.452,18.96,1.0,train
APDA-V2-NEG-0621,Spatial Negative Buffer Control,27.37851,88.93196,0,3633.9,2.11,336.6,-0.01185,-0.00531,6.71,7.06,22.5,39.28,1.18,0.166,0.153,0.355,-12.65,-18.69,-6.04,0.725,0.65,-0.136,-0.011,0.205,24.23,1.0,train
APDA-V2-POS-0032,NASA COOLR (Verified Event),26.0096,93.41919,1,720.3,43.46,176.1,-0.04381,0.00695,6.11,103.16,212.55,316.6,24.45,0.398,0.352,0.805,-9.72,-13.87,-4.15,0.273,0.417,0.405,0.551,0.62,241.65,5.0,train
APDA-V2-POS-0788,NASA COOLR (Verified Event),26.01099,93.42117,1,1608.8,25.97,235.4,-0.00864,0.07188,5.65,85.78,152.4,289.69,19.24,0.369,0.327,0.692,-8.7,-13.55,-4.86,0.187,0.12,0.565,0.58,0.85,244.33,4.0,train
APDA-V2-POS-0552,NASA COOLR (Verified Event),25.56742,91.87695,1,1929.0,37.81,336.2,-0.07608,0.05058,6.36,204.86,255.83,507.58,38.18,0.482,0.441,0.893,-9.58,-17.24,-7.67,0.08,0.48,0.565,0.58,0.62,392.58,5.0,train
APDA-V2-NEG-0009,Spatial Negative Buffer Control,25.26916,93.16372,0,1853.8,16.0,204.5,0.0268,0.01362,5.71,4.87,11.63,32.78,0.81,0.122,0.112,0.258,-11.1,-24.99,-13.89,0.614,0.797,-0.121,-0.145,0.199,18.87,3.0,train
APDA-V2-NEG-0126,Spatial Negative Buffer Control,26.80316,88.0698,0,1376.7,4.76,51.2,-0.00016,0.0123,6.17,5.99,18.46,21.8,1.0,0.199,0.183,0.451,-17.96,-28.01,-10.05,0.755,0.555,-0.25,-0.154,0.233,10.86,2.0,train
APDA-V2-POS-0382,NASA COOLR (Verified Event),25.44757,92.19434,1,1631.6,37.99,125.2,-0.02296,0.04155,5.73,46.97,125.37,309.97,11.38,0.373,0.342,0.68,-11.33,-16.2,-4.87,0.309,0.139,0.65,0.539,0.761,240.47,5.0,train
APDA-V2-NEG-0098,Spatial Negative Buffer Control,26.86437,88.01644,0,1168.1,0.26,177.6,-0.00802,0.03326,7.93,22.08,29.45,55.65,3.68,0.131,0.12,0.264,-8.46,-21.99,-13.54,0.531,0.61,-0.056,-0.187,0.166,33.12,1.0,train
APDA-V2-NEG-0679,Spatial Negative Buffer Control,25.45031,92.59684,0,1135.6,15.46,205.9,0.00994,0.00638,4.68,1.22,12.41,48.27,0.2,0.313,0.288,0.638,-13.51,-27.16,-13.65,0.46,0.738,-0.121,-0.092,0.245,19.33,2.0,train
APDA-V2-POS-0755,NASA COOLR (Verified Event),25.67599,94.10944,1,1603.3,46.41,223.1,0.01681,0.0224,5.79,106.87,268.42,458.54,23.85,0.488,0.438,0.874,-10.03,-15.68,-5.65,0.153,0.48,0.65,0.516,0.786,422.89,4.0,train
APDA-V2-NEG-0732,Spatial Negative Buffer Control,24.33706,93.51115,0,1325.6,1.7,317.2,0.00079,-0.00186,7.82,5.94,14.43,53.7,0.99,0.103,0.095,0.238,-12.2,-20.62,-8.42,0.589,0.824,-0.175,-0.2,0.269,24.71,1.0,train
APDA-V2-NEG-0380,Spatial Negative Buffer Control,25.09576,91.83928,0,1238.4,1.69,96.8,0.00798,0.00833,8.27,6.74,17.33,24.79,1.12,0.076,0.07,0.161,-11.85,-18.97,-7.12,0.92,0.88,0.107,-0.077,0.19,11.6,1.0,train
APDA-V2-NEG-0655,Spatial Negative Buffer Control,25.03859,91.85537,0,1180.0,4.27,156.9,-0.01024,-0.00771,5.77,1.41,8.89,13.22,0.24,0.197,0.181,0.403,-15.16,-23.11,-7.94,0.904,0.828,-0.073,-0.077,0.119,6.71,3.0,train
APDA-V2-POS-0371,NASA COOLR (Verified Event),27.18309,88.35782,1,2872.9,42.19,296.6,0.04251,0.05204,6.02,93.91,179.97,392.17,20.89,0.337,0.305,0.68,-7.37,-17.1,-9.72,0.42,0.424,0.65,0.58,0.851,295.33,4.0,train
APDA-V2-POS-0518,NASA COOLR (Verified Event),27.19368,88.35907,1,1619.5,52.66,168.9,-0.02907,-0.00086,5.37,77.58,136.67,187.42,15.19,0.457,0.43,0.969,-7.99,-16.98,-8.99,0.42,0.121,0.584,0.521,0.923,162.19,5.0,train
APDA-V2-NEG-0142,Spatial Negative Buffer Control,27.41736,91.44086,0,2508.8,3.63,65.4,0.01759,-0.01248,7.57,10.22,27.46,37.64,1.7,0.107,0.099,0.239,-14.8,-18.74,-3.94,0.761,0.88,-0.031,-0.175,0.439,20.97,1.0,train
APDA-V2-POS-0030,NASA COOLR (Verified Event),24.8329,92.79628,1,467.3,47.45,113.5,-0.03887,0.00579,5.66,37.6,188.74,421.09,8.45,0.423,0.375,0.795,-9.49,-15.88,-6.39,0.416,0.48,0.648,0.181,0.873,335.38,5.0,train
APDA-V2-NEG-0364,Spatial Negative Buffer Control,25.30726,92.60321,0,971.0,6.02,143.7,-0.01456,-0.0106,6.3,0.66,18.06,22.67,0.11,0.108,0.099,0.254,-14.82,-17.55,-2.73,0.888,0.88,0.093,-0.118,0.159,13.29,1.0,train
APDA-V2-POS-0820,NASA COOLR (Verified Event),25.53526,91.8701,1,1746.3,41.17,181.3,-0.05014,0.01854,6.01,75.8,181.34,241.4,16.28,0.369,0.332,0.754,-9.66,-13.89,-4.23,0.42,0.48,0.65,0.48,0.808,196.2,4.0,train
APDA-V2-NEG-0586,Spatial Negative Buffer Control,23.37445,93.14541,0,703.3,0.13,355.1,0.0193,0.00117,9.27,0.39,4.44,18.06,0.07,0.221,0.204,0.495,-10.6,-17.07,-6.47,0.528,0.88,0.057,-0.2,0.067,8.04,1.0,train
APDA-V2-NEG-0550,Spatial Negative Buffer Control,25.31531,92.01087,0,1285.4,0.94,242.7,0.00643,0.00216,7.57,4.88,26.76,58.5,0.81,0.244,0.224,0.488,-10.65,-17.82,-7.17,0.68,0.838,-0.01,-0.013,0.156,37.18,1.0,train
APDA-V2-POS-0343,NASA COOLR (Verified Event),25.18905,93.02713,1,1204.4,34.63,178.5,0.00085,0.03896,5.42,83.44,180.39,257.29,18.67,0.441,0.401,0.857,-8.52,-18.2,-9.67,0.42,0.332,0.316,0.308,0.736,234.43,5.0,train
APDA-V2-POS-0204,NASA COOLR (Verified Event),27.34792,92.4142,1,3156.5,30.92,239.3,-0.05687,0.03372,6.01,72.4,271.18,522.73,15.6,0.373,0.327,0.68,-9.5,-18.09,-8.59,0.352,0.409,0.544,0.58,0.709,431.08,5.0,train
APDA-V2-NEG-0155,Spatial Negative Buffer Control,24.87733,93.47092,0,568.1,9.6,172.1,0.01069,0.00552,6.74,3.67,9.02,16.59,0.61,0.262,0.241,0.623,-16.82,-18.35,-1.53,0.624,0.55,-0.077,-0.057,0.092,9.28,2.0,train
APDA-V2-POS-0667,NASA COOLR (Verified Event),27.58198,91.86044,1,3288.6,23.57,28.7,-0.05393,0.024,5.44,83.05,198.5,485.36,19.01,0.47,0.441,0.966,-11.19,-15.73,-4.54,0.247,0.48,0.412,0.58,0.719,415.5,4.0,train
APDA-V2-POS-0144,NASA COOLR (Verified Event),24.78115,93.68597,1,1385.8,39.87,358.0,-0.06923,0.02488,6.01,162.24,288.19,343.22,31.83,0.36,0.327,0.68,-6.71,-16.9,-10.18,0.302,0.479,0.522,0.58,0.764,290.91,5.0,train
APDA-V2-POS-0188,NASA COOLR (Verified Event),25.67109,94.11223,1,992.1,27.78,17.6,-0.00643,0.05605,6.46,103.61,309.17,462.53,20.33,0.41,0.375,0.741,-12.16,-9.83,2.33,0.42,0.346,0.625,0.357,0.878,347.43,5.0,train
APDA-V2-NEG-0345,Spatial Negative Buffer Control,25.22618,92.66219,0,1941.2,0.73,59.0,-0.00891,0.01254,8.87,0.55,7.34,36.44,0.09,0.133,0.122,0.292,-13.96,-21.25,-7.29,0.634,0.88,0.041,-0.081,0.315,19.08,2.0,train
APDA-V2-POS-0058,NASA COOLR (Verified Event),27.58972,91.85889,1,1771.9,34.38,192.3,-0.08459,0.02676,6.13,98.48,195.35,254.07,17.04,0.346,0.301,0.68,-10.59,-17.08,-6.49,0.204,0.339,0.365,0.58,0.878,193.82,5.0,train
APDA-V2-POS-0806,NASA COOLR (Verified Event),25.07515,93.15958,1,904.8,38.35,227.9,-0.07553,0.0324,5.63,179.08,385.97,652.07,41.84,0.348,0.321,0.68,-7.43,-13.29,-5.86,0.237,0.206,0.65,0.58,0.964,509.61,4.0,train
APDA-V2-POS-0867,NASA COOLR (Verified Event),25.57326,91.87952,1,773.1,36.49,219.5,-0.04703,-0.01276,4.91,64.41,198.9,396.05,14.58,0.434,0.388,0.81,-9.22,-17.43,-8.21,0.258,0.258,0.63,0.317,0.809,323.25,5.0,train
APDA-V2-NEG-0889,Spatial Negative Buffer Control,25.38996,92.74343,0,734.1,1.65,75.9,0.00042,-0.00276,8.37,0.98,18.62,30.39,0.16,0.167,0.153,0.372,-9.25,-20.02,-10.77,0.889,0.843,-0.132,-0.038,0.193,16.96,2.0,train
APDA-V2-POS-0423,NASA COOLR (Verified Event),25.75301,91.9046,1,1554.6,27.22,193.9,-0.0768,0.0234,5.48,61.81,198.64,387.31,10.83,0.364,0.318,0.685,-9.21,-14.05,-4.84,0.189,0.342,0.65,0.461,0.964,366.14,5.0,train
APDA-V2-POS-0024,NASA COOLR (Verified Event),25.7568,91.90566,1,1881.2,23.87,174.5,-0.02269,0.00583,5.52,97.2,230.93,472.56,22.07,0.496,0.458,0.95,-9.59,-15.88,-6.29,0.13,0.363,0.65,0.549,0.757,407.45,5.0,train
APDA-V2-NEG-0252,Spatial Negative Buffer Control,26.70026,88.57936,0,1421.9,8.65,243.6,0.00322,0.00059,6.76,12.13,18.08,26.02,2.02,0.224,0.206,0.482,-16.71,-15.05,1.66,0.92,0.618,-0.011,-0.126,0.318,16.29,1.0,train
APDA-V2-POS-0169,NASA COOLR (Verified Event),25.54163,91.87679,1,888.0,31.18,181.6,-0.0114,0.01437,5.86,35.0,230.22,412.66,8.75,0.458,0.424,0.921,-13.34,-16.38,-3.04,0.42,0.48,0.316,0.18,0.713,343.85,4.0,train
APDA-V2-POS-0132,NASA COOLR (Verified Event),25.56914,91.87289,1,912.9,41.45,203.8,-0.02829,0.01575,6.04,45.48,202.51,427.69,10.7,0.337,0.309,0.68,-10.79,-11.41,-0.62,0.301,0.48,0.587,0.18,0.897,380.76,5.0,train
APDA-V2-NEG-0584,Spatial Negative Buffer Control,27.4277,93.3614,0,1404.8,5.87,133.7,-0.02718,-0.00329,6.15,4.41,16.06,41.22,0.74,0.022,0.02,0.05,-10.69,-22.93,-12.23,0.706,0.88,-0.168,-0.011,0.427,16.65,1.0,train
APDA-V2-NEG-0865,Spatial Negative Buffer Control,25.67488,91.88771,0,639.4,0.44,211.1,-0.00457,0.00693,8.64,3.62,23.6,45.85,0.6,0.114,0.105,0.235,-13.47,-16.36,-2.89,0.92,0.854,-0.182,-0.046,0.097,19.58,1.0,train
APDA-V2-NEG-0472,Spatial Negative Buffer Control,26.48738,91.96045,0,1314.8,0.27,5.7,0.02275,0.00711,8.99,22.69,43.72,74.95,3.78,0.061,0.056,0.13,-14.12,-23.4,-9.28,0.61,0.88,-0.078,0.059,0.48,48.35,2.0,train
APDA-V2-POS-0591,NASA COOLR (Verified Event),25.75411,91.91225,1,847.7,36.37,238.9,-0.01608,0.08874,5.11,99.73,302.06,582.08,20.35,0.362,0.334,0.68,-8.99,-18.06,-9.07,0.209,0.365,0.499,0.58,0.888,477.87,4.0,train
APDA-V2-POS-0111,NASA COOLR (Verified Event),25.57183,91.88059,1,1380.4,43.66,124.3,-0.04416,0.04923,5.07,69.37,206.31,348.96,15.5,0.487,0.441,0.918,-14.27,-16.58,-2.31,0.309,0.144,0.533,0.568,0.765,288.91,4.0,train
APDA-V2-NEG-0136,Spatial Negative Buffer Control,26.39344,91.55727,0,1679.5,0.16,188.5,0.0062,0.00844,9.48,8.25,18.91,29.53,1.37,0.12,0.11,0.248,-18.95,-21.63,-2.68,0.815,0.88,-0.083,-0.135,0.11,15.72,1.0,train
APDA-V2-NEG-0618,Spatial Negative Buffer Control,24.4032,93.01028,0,824.1,0.26,212.3,-0.00716,0.00167,9.47,1.7,8.82,31.23,0.28,0.086,0.079,0.173,-13.43,-24.18,-10.75,0.716,0.877,-0.039,-0.143,0.215,17.38,1.0,train
APDA-V2-POS-0722,NASA COOLR (Verified Event),25.07355,93.15811,1,1900.4,43.28,157.8,-0.02803,0.02912,5.77,73.4,265.02,400.84,22.26,0.34,0.302,0.68,-9.62,-17.99,-8.37,0.417,0.195,0.618,0.394,0.62,319.08,5.0,train
APDA-V2-NEG-0711,Spatial Negative Buffer Control,24.41787,93.54405,0,1413.7,0.54,353.8,-0.00817,0.00805,8.95,0.74,21.03,53.27,0.12,0.251,0.231,0.526,-16.85,-21.26,-4.41,0.915,0.88,-0.001,-0.068,0.295,28.99,1.0,train
APDA-V2-POS-0301,NASA COOLR (Verified Event),25.18577,93.02351,1,726.5,39.38,142.3,0.00101,0.03959,6.08,61.65,194.68,448.72,12.74,0.418,0.381,0.822,-9.55,-15.9,-6.34,0.085,0.271,0.65,0.567,0.92,380.13,5.0,train
APDA-V2-POS-0796,NASA COOLR (Verified Event),23.72874,92.71641,1,283.9,40.38,197.4,-0.05754,0.02164,5.88,46.84,140.46,277.55,11.69,0.424,0.385,0.858,-13.32,-20.16,-6.85,0.415,0.48,0.65,0.58,0.789,252.47,4.0,train
APDA-V2-POS-0222,NASA COOLR (Verified Event),27.69598,88.5826,1,3309.1,30.44,57.5,-0.01807,0.05257,6.08,35.0,137.94,354.67,11.61,0.34,0.298,0.68,-9.68,-18.01,-8.33,0.08,0.48,0.563,0.58,0.912,333.68,5.0,train
APDA-V2-POS-0865,NASA COOLR (Verified Event),25.43088,92.18706,1,1619.7,38.08,167.5,-0.02086,0.03676,6.08,73.29,258.0,342.12,15.22,0.363,0.327,0.722,-11.3,-15.88,-4.59,0.379,0.48,0.575,0.28,0.808,319.02,5.0,train
APDA-V2-POS-0731,NASA COOLR (Verified Event),27.09788,93.60617,1,2567.5,28.38,126.9,-0.00812,0.01664,6.55,216.48,412.81,664.65,29.18,0.368,0.33,0.742,-8.36,-20.22,-11.86,0.08,0.279,0.65,0.44,0.62,519.16,4.0,train
APDA-V2-NEG-0764,Spatial Negative Buffer Control,24.90746,93.59184,0,485.4,6.87,204.8,-0.00382,0.00314,5.66,5.51,21.26,48.78,0.92,0.085,0.078,0.178,-13.58,-25.95,-12.36,0.92,0.854,-0.183,0.044,0.263,20.88,1.0,train
APDA-V2-POS-0799,NASA COOLR (Verified Event),25.53388,91.87346,1,1375.5,38.63,70.8,-0.06529,0.02221,4.84,58.89,256.63,461.72,12.11,0.421,0.376,0.733,-8.14,-17.23,-9.09,0.262,0.28,0.65,0.514,0.932,362.85,4.0,train
APDA-V2-POS-0051,NASA COOLR (Verified Event),24.82851,92.80635,1,1331.9,31.18,214.8,-0.04136,0.08061,6.56,115.87,187.7,253.78,18.74,0.439,0.402,0.807,-12.08,-15.68,-3.6,0.132,0.334,0.65,0.58,0.897,236.06,5.0,train
APDA-V2-POS-0590,NASA COOLR (Verified Event),25.29545,91.70546,1,776.3,37.55,200.9,-0.03322,0.01575,5.7,67.61,248.0,392.9,14.96,0.423,0.379,0.852,-2.78,-16.57,-13.79,0.14,0.48,0.64,0.396,0.733,367.79,4.0,train
APDA-V2-NEG-0664,Spatial Negative Buffer Control,27.71897,88.96685,0,3392.0,8.37,185.1,-0.01931,0.00763,6.03,4.31,9.39,21.35,0.72,0.096,0.088,0.214,-11.72,-16.9,-5.18,0.68,0.81,-0.008,-0.189,0.059,9.51,2.0,train
APDA-V2-POS-0185,NASA COOLR (Verified Event),27.09877,93.61546,1,3755.7,21.48,155.0,-0.04282,0.05319,6.64,79.16,141.14,203.32,14.35,0.487,0.448,0.948,-11.54,-15.46,-3.93,0.147,0.324,0.65,0.58,0.62,156.93,4.0,train
APDA-V2-POS-0859,NASA COOLR (Verified Event),23.73078,92.72105,1,662.5,34.88,212.7,-0.03846,0.05999,6.2,90.36,142.73,368.7,18.71,0.38,0.35,0.71,-9.84,-14.58,-4.73,0.269,0.48,0.424,0.58,0.807,334.25,5.0,train
APDA-V2-NEG-0809,Spatial Negative Buffer Control,26.2079,92.99548,0,850.1,6.95,30.1,-0.00267,0.00152,6.24,3.19,9.97,22.48,0.53,0.032,0.029,0.07,-16.15,-21.96,-5.81,0.92,0.823,-0.184,-0.148,0.16,9.52,1.0,train
APDA-V2-NEG-0698,Spatial Negative Buffer Control,25.82543,90.865,0,1645.3,7.01,301.9,-0.01538,0.00814,5.94,14.2,21.99,36.1,2.37,0.173,0.159,0.371,-14.91,-20.43,-5.52,0.851,0.88,-0.066,0.051,0.456,14.57,2.0,train
APDA-V2-POS-0166,NASA COOLR (Verified Event),23.73519,92.71747,1,991.4,28.78,201.3,-0.07548,0.02078,5.59,123.06,230.09,520.75,16.69,0.422,0.38,0.755,-11.93,-14.0,-2.08,0.105,0.48,0.601,0.58,0.842,427.39,4.0,train
APDA-V2-POS-0492,NASA COOLR (Verified Event),24.82702,92.79511,1,395.2,40.09,183.9,-0.02343,0.03072,5.33,57.94,202.15,288.83,14.42,0.375,0.341,0.68,-8.61,-21.95,-13.34,0.126,0.324,0.474,0.409,0.676,222.6,4.0,train
APDA-V2-NEG-0107,Spatial Negative Buffer Control,25.14191,91.92885,0,1719.8,1.88,314.8,-0.00152,0.00707,8.06,2.13,14.53,40.48,0.36,0.257,0.236,0.547,-16.76,-17.69,-0.92,0.683,0.88,0.019,-0.008,0.316,23.99,2.0,train
APDA-V2-NEG-0232,Spatial Negative Buffer Control,25.25149,91.46869,0,1709.3,1.41,188.4,0.00467,0.01056,7.18,17.19,22.1,26.67,2.86,0.13,0.119,0.261,-18.19,-16.06,2.13,0.466,0.88,-0.102,0.02,0.108,15.13,2.0,train
